"","FIPS","Employee_Capacity","Total_Employees_March_Snapshot","Total_Annual_Payroll","Year","Employee_Capacity_Change","Total_Employees_March_Snapshot_Change","Total_Annual_Payroll_Change"
"27457","48027",412678,503638,19354390,2017,-203406,4775,847764
"27458","48029",4180686,4408814,197376570,2017,-684468,80206,7911907
"27459","48031",7191,9460,367747,2017,-7702,735,49931
"27460","48033",32.5,37,2448,2017,-126.5,18,1907
"27461","48035",6423.5,10040,328967,2017,-10598.5,195,17477
"27462","48037",143311,179130,6086300,2017,-77175,5858,230266
"27463","48039",442469.5,499458,23675072,2017,-141111.5,8615,685414
"27464","48041",335802,384784,14010861,2017,-116128,26304,1657865
"27465","48043",8179,12310,290690,2017,-10259,552,7923
"27466","48045",241.5,206,6651,2017,-559.5,34,544
"27467","48047",2310,4469,105394,2017,-8163,97,-1037
"27468","48049",38301.5,59290,1725909,2017,-53991.5,1790,180344
"27469","48051",8200.5,12564,474488,2017,-12567.5,114,33543
"27470","48053",48087,59273,2231594,2017,-30279,3022,253149
"27471","48055",21871.5,26638,892765,2017,-23839.5,-4386,12911
"27472","48057",15379,31074,1747484,2017,-44137,-646,-37485
"27473","48059",4753,5729,195428,2017,-5474,-192,6711
"27474","48061",569259.5,610339,16489406,2017,-169521.5,1910,436652
"27475","48063",5255,8121,309461,2017,-11601,-209,26907
"27476","48065",2126,2672,89847,2017,-3646,193,13710
"27477","48067",16962,23107,750992,2017,-20245,-242,54058
"27478","48069",2808,4393,165010,2017,-4998,16,12502
"27479","48071",27711.5,56003,3343091,2017,-53529.5,153,214325
"27480","48073",36761.5,47501,1531629,2017,-40211.5,831,39189
"27481","48075",3168,4339,121602,2017,-5691,-1006,-7309
"27482","48077",1651,2404,68557,2017,-3194,222,8974
"27483","48079",434.5,590,16124,2017,-1161.5,127,3110
"27484","48081",475.5,747,18018,2017,-1405.5,-44,4791
"27485","48083",3936.5,5430,144116,2017,-6785.5,-9,8090
"27486","48085",2249011.5,2469267,155696725,2017,-401670.5,188585,16902708
"27487","48087",703,1221,32132,2017,-2738,106,-259
"27488","48089",18809.5,27325,1018576,2017,-21968.5,853,67519
"27489","48091",222479.5,259053,10268107,2017,-92877.5,8587,479737
"27490","48093",6947,10071,311319,2017,-7690,325,8220
"27491","48095",484,1260,29366,2017,-4640,-49,-11148
"27492","48097",45697.5,61539,2501583,2017,-41817.5,2851,194401
"27493","48099",30364,41245,1141672,2017,-32879,-788,54158
"27494","48101",216,258,5373,2017,-633,64,-176
"27495","48103",2292.5,3275,202818,2017,-4325.5,-303,-11419
"27496","48105",2857,4240,200222,2017,-5374,-723,-60242
"27497","48107",1190,1543,57119,2017,-2938,-91,-13866
"27498","48109",1188.5,2076,61289,2017,-3152.5,-313,171
"27499","48111",5031,7012,254659,2017,-7467,-998,748
"27500","48113",8353052.5,8874187,535971529,2017,-1281523.5,221402,13885675
"27501","48115",7599.5,11732,438339,2017,-9095.5,219,17526
"27502","48117",12936,21723,869801,2017,-23306,267,22174
"27503","48119",357,1562,21267,2017,-5808,-139,-1815
"27504","48121",1185724.5,1274960,56283573,2017,-264264.5,57471,4211264
"27505","48123",14798,21542,904628,2017,-22251,-1959,-27308
"27506","48125",312.5,532,12949,2017,-1247.5,-34,-635
"27507","48127",8669.5,17880,928956,2017,-21501.5,-3669,-70331
"27508","48129",795.5,1403,31993,2017,-2357.5,-154,3960
"27509","48131",3683,9164,302589,2017,-10216,294,-37682
"27510","48133",14076.5,23334,962183,2017,-21910.5,1697,161803
"27511","48135",283639.5,332878,18117832,2017,-108151.5,20297,3149127
"27512","48137",342.5,751,20085,2017,-968.5,325,9563
"27513","48139",188904.5,237146,9224296,2017,-95109.5,19871,866903
"27514","48141",1296019.5,1383180,43937063,2017,-287012.5,19262,1269339
"27515","48143",43398.5,57569,1849335,2017,-37401.5,3133,160915
"27516","48145",4720,6699,201588,2017,-6944,144,22774
"27517","48147",14401.5,20914,699022,2017,-18567.5,645,68135
"27518","48149",26930,34289,1201663,2017,-23544,-1113,29020
"27519","48151",590.5,1173,45699,2017,-2964.5,-145,3028
"27520","48153",2040.5,3640,136756,2017,-4652.5,-14,15643
"27521","48155",142.5,195,5402,2017,-850.5,3,502
"27522","48157",922004,984383,43072167,2017,-174484,57568,3401675
"27523","48159",3319,18207,240665,2017,-33880,5910,20212
"27524","48161",12371,15496,556412,2017,-12184,-369,25671
"27525","48163",14946,19714,833414,2017,-22266,-1594,-91733
"27526","48165",14497.5,22646,1320581,2017,-11266.5,4647,326196
"27527","48167",403556.5,462479,16919239,2017,-186053.5,4354,166176
"27528","48169",2423,4947,187445,2017,-6517,242,23735
"27529","48171",38833.5,47970,1608478,2017,-24204.5,2086,142548
"27530","48173",242.5,473,46396,2017,-1212.5,165,27786
"27531","48175",1891.5,3113,100767,2017,-3253.5,542,13689
"27532","48177",13498,21412,806951,2017,-21106,-907,-14488
"27533","48179",17876,26053,1098724,2017,-22812,-2394,-5263
"27534","48181",151157.5,197991,7350088,2017,-108816.5,16967,992533
"27535","48183",295954,339426,13730386,2017,-141321,-5132,62898
"27536","48185",14853.5,23148,1132012,2017,-20731.5,-322,154756
"27537","48187",128048.5,158694,6308211,2017,-92596.5,9746,598918
"27538","48189",26032.5,38280,1311402,2017,-32773.5,-592,23106
"27539","48191",589,1125,27943,2017,-3644,-314,-9604
"27540","48193",5453.5,7219,208377,2017,-5123.5,807,16784
"27541","48195",2538.5,3981,172369,2017,-4799.5,-509,-17772
"27542","48197",945,1934,60091,2017,-3987,200,7951
"27543","48199",37437.5,46627,1616067,2017,-26320.5,-30,-39002
"27544","48201",12222065.5,12202448,781300899,2017,-1353077.5,-22651,8685675
"27545","48203",59386.5,82592,3374285,2017,-75150.5,-6468,-122407
"27546","48205",1684.5,4125,156114,2017,-7240.5,-64,-3967
"27547","48207",1715,3696,98890,2017,-6528,164,3788
"27548","48209",281545.5,323919,10817155,2017,-91295.5,42984,1807472
"27549","48211",2097.5,5499,295941,2017,-6575.5,383,56657
"27550","48213",56737.5,65632,2201044,2017,-29854.5,824,170353
"27551","48215",1140509.5,1168210,32466580,2017,-178318.5,32764,1359781
"27552","48217",24957.5,34501,1114590,2017,-25421.5,41,72425
"27553","48219",19842,30208,1553506,2017,-23511,49,163287
"27554","48221",53604,68030,2433558,2017,-40136,-3407,-119989
"27555","48223",31277.5,46344,1566507,2017,-41331.5,-809,49832
"27556","48225",8870,14094,448735,2017,-12925,1348,46280
"27557","48227",30865.5,42133,1794642,2017,-31975.5,812,263355
"27558","48229",170,699,21442,2017,-2242,41,1388
"27559","48231",71853.5,102782,4312216,2017,-88899.5,8331,502925
"27560","48233",18231,25709,1303218,2017,-26115,-1414,-23384
"27561","48235",502,1301,74629,2017,-2558,-243,-2949
"27562","48237",4916,6928,333403,2017,-9412,-1645,-27389
"27563","48239",8975.5,15513,625840,2017,-20429.5,1800,106552
"27564","48241",22581.5,38696,1126205,2017,-31784.5,257,-8975
"27565","48243",515.5,1295,27177,2017,-2100.5,22,-4377
"27566","48245",485301.5,597312,29244469,2017,-216330.5,6104,-665841
"27567","48247",1141.5,3044,64457,2017,-6318.5,472,2097
"27568","48249",43549,74221,2429640,2017,-46357,5984,216287
"27569","48251",158635,197631,7773108,2017,-85628,6758,521587
"27570","48253",5209.5,9870,374584,2017,-10519.5,177,-3457
"27571","48255",17029,21976,1349273,2017,-16235,1600,318157
"27572","48257",107731.5,132738,4821089,2017,-59346.5,13407,529914
"27573","48259",54016.5,71801,3002734,2017,-31318.5,9642,408490
"27574","48261",382.5,257,18769,2017,-859.5,-34,-570
"27575","48263",48,118,6407,2017,-504,22,480
"27576","48265",64201.5,81625,2985822,2017,-47706.5,2687,126281
"27577","48267",2401,3498,86882,2017,-4291,-170,147
"27578","48271",337,747,28286,2017,-3047,5,10155
"27579","48273",20583,28687,841258,2017,-27131,-4604,-59277
"27580","48275",1111,1615,61006,2017,-3218,-9,7683
"27581","48277",62758,82800,2926324,2017,-49201,2431,115130
"27582","48279",5998,9631,328469,2017,-8126,433,17486
"27583","48281",12002.5,18085,563607,2017,-13121.5,3591,147996
"27584","48283",5348.5,8111,329820,2017,-12468.5,-4667,-382636
"27585","48285",15788,21288,747609,2017,-23431,-2342,-18060
"27586","48287",11704.5,21323,967039,2017,-29119.5,-784,62050
"27587","48289",10767,16642,726676,2017,-18486,-1183,-28443
"27588","48291",49839.5,65682,2682841,2017,-35513.5,1923,329661
"27589","48293",14614.5,19764,644312,2017,-19251.5,-722,-5627
"27590","48295",1199.5,2427,115517,2017,-4611.5,119,13487
"27591","48297",8417.5,12365,630812,2017,-13185.5,543,92985
"27592","48299",11386,16116,474039,2017,-14946,283,26095
"27593","48301",0,31,2495,2017,-87,21,1868
"27594","48303",576935,639289,22908503,2017,-199124,5054,762507
"27595","48305",1007,1800,65805,2017,-3655,-3,-10460
"27596","48307",5001.5,9304,400788,2017,-9968.5,685,81860
"27597","48309",425303,555265,20799899,2017,-284009,-259,1095125
"27598","48311",655.5,1280,88667,2017,-3888.5,55,1472
"27599","48313",7988,12198,455737,2017,-12705,-2055,30833
"27600","48315",4098,7166,212862,2017,-8223,1015,46908
"27601","48317",1686.5,3411,167009,2017,-6527.5,209,21121
"27602","48319",1815.5,2996,77330,2017,-3956.5,-131,4509
"27603","48321",24223,33500,1471722,2017,-30363,-483,55558
"27604","48323",40696,60551,1464897,2017,-39485,-2774,41635
"27605","48325",30408,36907,1229602,2017,-21504,974,103338
"27606","48327",366.5,400,11040,2017,-958.5,-40,-906
"27607","48329",459738.5,497221,34246829,2017,-90660.5,31587,5522607
"27608","48331",12281.5,21915,860494,2017,-17880.5,4540,174644
"27609","48333",1826.5,2722,72947,2017,-4146.5,62,4681
"27610","48335",2293.5,3759,130163,2017,-6214.5,-12,18799
"27611","48337",11020,17454,797182,2017,-13789,-120,-6296
"27612","48339",883508.5,966658,53019742,2017,-180295.5,66159,3701212
"27613","48341",12581,27224,1086224,2017,-41476,398,52948
"27614","48343",6110.5,9596,362895,2017,-14228.5,-931,46121
"27615","48345",274.5,261,5039,2017,-1042.5,0,-343
"27616","48347",61778.5,81075,2594379,2017,-60150.5,-1584,23480
"27617","48349",43706.5,63876,2013607,2017,-44117.5,2999,202365
"27618","48351",2415.5,3297,93795,2017,-4169.5,-572,-6112
"27619","48353",12280,16843,598465,2017,-17222,-130,20190
"27620","48355",684998,814719,33523200,2017,-296692,-35646,-153416
"27621","48357",14836,17645,908315,2017,-10912,-300,19684
"27622","48359",269,975,31305,2017,-3783,-16,4150
"27623","48361",67784.5,97683,4688508,2017,-59532.5,1456,297102
"27624","48363",18417,23826,842263,2017,-21092,-358,31397
"27625","48365",16278,27232,1154053,2017,-29577,-3195,-123952
"27626","48367",139084,157518,6159540,2017,-58841,2120,509511
"27627","48369",3688.5,6982,259391,2017,-18807.5,-147,1507
"27628","48371",12461,15902,665622,2017,-13657,-1200,-28046
"27629","48373",28366,39785,1347496,2017,-29383,628,98285
"27630","48375",257722.5,334587,13534455,2017,-149716.5,2602,214824
"27631","48377",2492,4431,99893,2017,-4336,728,22364
"27632","48379",3449.5,4754,134848,2017,-6630.5,38,11184
"27633","48381",140921.5,164828,6082491,2017,-80456.5,7625,303493
"27634","48383",5704.5,7467,407117,2017,-5232.5,768,88212
"27635","48385",1073,2376,55260,2017,-3574,-404,-6435
"27636","48387",3424,4710,143236,2017,-5855,86,7479
"27637","48389",15794.5,18212,1042938,2017,-7860.5,2976,266608
"27638","48391",3874.5,7208,295086,2017,-7900.5,-511,-26876
"27639","48393",72.5,208,11243,2017,-644.5,34,3869
"27640","48395",6797.5,11982,367308,2017,-10781.5,625,-3828
"27641","48397",122145,148551,5502782,2017,-53880,8583,521285
"27642","48399",5251.5,8305,255055,2017,-8257.5,-589,-7072
"27643","48401",33552,44592,1867865,2017,-37676,-4728,48810
"27644","48403",2999,5386,178443,2017,-7869,332,54929
"27645","48405",2712,3616,123518,2017,-5499,-707,-13181
"27646","48407",3069,4406,120555,2017,-4701,-197,-1419
"27647","48409",49267,67725,2874433,2017,-58020,-4737,-209965
"27648","48411",2138,3155,84054,2017,-4315,-164,-1070
"27649","48413",610,1164,53761,2017,-3046,187,14679
"27650","48415",16310.5,28439,1463440,2017,-16475.5,4936,285864
"27651","48417",2686,5240,342317,2017,-4702,802,148048
"27652","48419",16323.5,26232,882302,2017,-28433.5,1370,60301
"27653","48421",726,984,43538,2017,-2040,-68,2737
"27654","48423",447194,508589,20952057,2017,-176606,-4473,-34853
"27655","48425",5341,8859,378385,2017,-16946,-1006,-32750
"27656","48427",26166.5,46262,944069,2017,-33812.5,23,30116
"27657","48429",5183.5,8193,335494,2017,-8583.5,122,18850
"27658","48431",360,661,30957,2017,-2136,-226,-8079
"27659","48433",540,1250,70600,2017,-2451,142,18785
"27660","48435",2356,3843,157388,2017,-4900,-159,-17483
"27661","48437",2001,3090,88856,2017,-4742,-232,4913
"27662","48439",4416067.5,4632706,223636781,2017,-754696.5,97234,8071610
"27663","48441",221871,294178,10419094,2017,-153607,4149,846473
"27664","48443",37.5,66,2522,2017,-328.5,4,225
"27665","48445",6232.5,9313,326087,2017,-10781.5,-522,-37067
"27666","48447",292.5,604,16590,2017,-1432.5,-45,286
"27667","48449",31424.5,56009,1848252,2017,-61421.5,163,112660
"27668","48451",166568,206422,7787359,2017,-104176,1544,331585
"27669","48453",3464666,3536372,213873747,2017,-510655,103444,10952688
"27670","48455",4417.5,5747,161737,2017,-6723.5,-15,6667
"27671","48457",6226.5,10216,286946,2017,-9576.5,650,10018
"27672","48459",15990.5,20613,693922,2017,-14663.5,286,56002
"27673","48461",2325,5309,306195,2017,-6098,395,34792
"27674","48463",22693.5,32040,1036015,2017,-35459.5,-8831,-33168
"27675","48465",36672.5,53638,1325206,2017,-36169.5,1401,82210
"27676","48467",35309.5,39884,1300055,2017,-20447.5,2164,66943
"27677","48469",137058.5,174027,7213120,2017,-92451.5,-7700,118373
"27678","48471",45587,61737,1745917,2017,-37463,972,50386
"27679","48473",38396.5,56744,2495130,2017,-33121.5,9772,510856
"27680","48475",13217,16794,914548,2017,-10492,-87,22187
"27681","48477",36364,55966,1894794,2017,-47953,-2151,35459
"27682","48479",445201,451471,13010976,2017,-81619,11896,506563
"27683","48481",43546,53906,1888462,2017,-30178,-2028,100332
"27684","48483",3885.5,6279,306244,2017,-7781.5,-731,91469
"27685","48485",188674,241720,8438686,2017,-107124,2844,230760
"27686","48487",6831,10980,319074,2017,-17336,519,28194
"27687","48489",4654,9167,244571,2017,-9305,2117,57399
"27688","48491",890802.5,908631,44946333,2017,-141124.5,35942,3044624
"27689","48493",24263,30738,1042347,2017,-16494,1991,123337
"27690","48495",5413.5,8676,584588,2017,-6808.5,-360,-23218
"27691","48497",63560.5,90618,4050766,2017,-61805.5,8,68294
"27692","48499",29757,37724,1278816,2017,-30420,-2671,39158
"27693","48501",5345.5,8584,463173,2017,-11739.5,-1867,-115172
"27694","48503",17834.5,24224,945676,2017,-19770.5,-52,63889
"27695","48505",4018.5,6342,194372,2017,-7039.5,-809,-22834
"27696","48507",2022,4540,100752,2017,-7260,276,12797
"27697","49001",4128.5,6407,179972,2017,-8222.5,-239,8398
"27698","49003",50512.5,73571,3069971,2017,-65617.5,1930,97563
"27699","49005",181313.5,217339,7463989,2017,-116435.5,4627,556266
"27700","49007",15619.5,23037,826554,2017,-25303.5,-332,39742
"27701","49009",156.5,524,13568,2017,-838.5,288,5926
"27702","49011",452973,500989,19805215,2017,-153408,20735,1410188
"27703","49013",16740.5,24653,1158768,2017,-22739.5,-2063,-59062
"27704","49015",6238.5,6709,227566,2017,-8980.5,360,9515
"27705","49017",2964,5836,198954,2017,-7794,-364,13584
"27706","49019",18058,21378,603840,2017,-12417,-788,34167
"27707","49021",52829.5,66070,1991038,2017,-34389.5,8588,383874
"27708","49023",6404,8857,272555,2017,-10507,406,27104
"27709","49025",8331.5,10911,316669,2017,-10987.5,559,25311
"27710","49027",7540.5,10129,346449,2017,-12208.5,-554,1274
"27711","49029",5801.5,6579,263888,2017,-7335.5,477,9575
"27712","49031",177.5,136,3242,2017,-422.5,-13,-949
"27713","49033",1301,1699,58801,2017,-2391,251,7228
"27714","49035",3143915.5,3502599,176950320,2017,-724549.5,88281,8567173
"27715","49037",7999.5,10193,333833,2017,-9724.5,93,24867
"27716","49039",12716.5,19537,572973,2017,-22242.5,1,26272
"27717","49041",22113.5,28636,1022743,2017,-22367.5,-1334,46067
"27718","49043",118939,146499,5533874,2017,-79957,6624,805670
"27719","49045",34959.5,48546,1710491,2017,-39223.5,3510,191283
"27720","49047",36255.5,44531,1877099,2017,-27842.5,-1279,-34371
"27721","49049",977612,1159427,51007737,2017,-310649,50622,5054561
"27722","49051",28537.5,30682,1075486,2017,-21328.5,-2716,-128
"27723","49053",256671.5,274139,9360873,2017,-83287.5,8821,840158
"27724","49055",1686,2274,71656,2017,-2631,-26,7600
"27725","49057",362650.5,429625,16234601,2017,-180727.5,30915,1422419
"27726","50001",36146,49739,2018090,2017,-61124,-2163,47915
"27727","50003",52774,71553,2632939,2017,-44537,-1181,35270
"27728","50005",32036.5,41177,1484083,2017,-30488.5,1867,101171
"27729","50007",401712.5,482544,22347207,2017,-204235.5,-5125,1145003
"27730","50009",1091,1677,52228,2017,-2128,250,4381
"27731","5001",20377,33707,1300187,2017,-36191,-1143,-44765
"27732","50011",40765,55576,2140285,2017,-47141,956,122139
"27733","50013",2877,2894,103839,2017,-2142,138,6906
"27734","50015",36611,57580,1698694,2017,-41195,-1241,16514
"27735","50017",19053.5,25360,980557,2017,-25682.5,-1958,-40735
"27736","50019",25884.5,37532,1242836,2017,-27557.5,-1313,25672
"27737","50021",88518,113075,3824582,2017,-79948,-4712,-382402
"27738","50023",101505.5,135340,6031331,2017,-77868.5,-9951,-81609
"27739","50025",69675.5,105418,3752189,2017,-74656.5,-258,-6289
"27740","50027",80500,109866,4740833,2017,-54700,4002,474349
"27741","5003",13327,21603,825752,2017,-26188,-1782,-23244
"27742","5005",42020.5,59482,1951216,2017,-42890.5,1760,89677
"27743","5007",585807.5,571763,25426408,2017,-176884.5,41882,1179571
"27744","5009",39667,53179,1803294,2017,-40584,202,-17870
"27745","5011",6752,9301,281691,2017,-11938,-937,1418
"27746","5013",599,1748,61122,2017,-2371,508,21546
"27747","5015",20888,34146,1059988,2017,-41080,2380,163510
"27748","5017",4230,6623,209726,2017,-9385,-576,-24015
"27749","5019",21023.5,29026,876184,2017,-26799.5,1002,70819
"27750","5021",7683,10489,295158,2017,-8914,992,21343
"27751","5023",17345,23667,684790,2017,-20301,-590,31755
"27752","5025",1045.5,1905,65160,2017,-2532.5,278,8675
"27753","5027",20487,30073,1051911,2017,-27937,-387,11602
